id,nombre,bodega,varietal,descripcion,precio_unitario,precio_caja,botellas_caja,imagen_url,categoria,activo
132,Arrogante,Colosso,Viognier Naranjo,"Variedad 100% Viognier Viñedos Ubicado en Los Chacayes, Tunuyán. Este viñedo tiene una alta densidad de plantación dando poco rendimiento por planta. Su suelo es muy pedregoso con grandes piedras redondas y abundante presencia de carbonatos de calcio, mucho drenaje y escasos nutrientes (suelo pobre) Suelo Aluvional, franco con cantos, rodados, sustrato rocoso. Vinificación y crianza 10 días con levaduras seleccionadas y en contacto permanente con las pieles posteriormente se efectúa el prensado y la crianza es realizada en tanques de acero inoxidable. Nota de cata del enólogo Posse un color amarillo pálido con reflejos naranjas. Sus aromas de flores blancas, duraznos y damascos son algunos de los descriptores de este naranjo, también encontramos damascos y frutas tropicales como ananá. Cuenta con un sabor de buen volumen en boca y untuosidad logrado por su elaboración; en boca es fresco y de agradables sensaciones, largo persistente y muy complejo.",10104,57593,6,/imagenes/arrogante-viognier-9f9a3cfca6ece2d9ec17581580007213.jpg,,TRUE
133,Colosso,Colosso,Malbec,"FICHA TÉCNICA Rojo intenso, aromas a cassis, regaliz, frutas negras y ciruelas, violetas, rosas, especiado y grafito. Entrada de boca dulce, gran concentración, taninos redondos aterciopelados firmes y elegantes, robusto, frutas negras madura, muy especiado.",21080,120154,6,/imagenes/diseno-sin-titulo-20-8347316c1b26cb0b0717692774443824.jpg,,TRUE
134,Colosso,Colosso,Rosado,VOLUMEN,14255,81255,6,/imagenes/diseno-sin-titulo-16-66fc69969d6c44886117692771027225.jpg,,TRUE
135,La Bestia,Colosso,Cabernet Sauvignon,"FICHA TÉCNICA Color: Rojo rubí brillante e intenso. Nariz: Presenta aromas frescos como el eucalipto, frutales como la manzana roja e intensos como el tabaco o chocolate. Boca: Amplio y largo en boca con una elegante potencia, de taninos sedosos y profundos, de largo caudal e intenso final. Delicadeza y complejidad unidas.",57833,329650,6,/imagenes/catena_zapata_nicolas_750-b3b641a47326d3be2d17614177987899.jpg,,TRUE
136,Maldito,Colosso,Malbec,"FICHA TÉCNICA Vino de gran verticalidad, profundo en su boca y de gran intensidad. Muy perfumado con frutos de cassis, regaliz, frutas negras, violetas, especiado y grafito. Entrada en boca dulce y sedosa. Untuoso de taninos redondos, aterciopelados y elegantes. Su estructura es robusta de frutas negras maduras y muy especiado. De gran concentración, complejidad y verticalidad.",31188,118516,4,/imagenes/maldito-malbec.jpg,,TRUE
137,Arcangel Azrael,Sin reglas,Cabernet Sauvignon,"Variedad: 100% Cabernet Sauvignon Viñedos: Perdriel. Suelo: Suelos aluvionales, profundos y franco arenoso. Tiene un clima singular y una excelente exposición solar, debido a su altura entre los 900 y los 1000 metros sobre el nivel del mar, donde los racimos maduran lentamente hasta alcanzar la plenitud gracias a este fresco microclima. Vinificación y crianza: Fermentación en tanque de acero inoxidable de 50 HL, con levadu-ras seleccionadas. Fermentación maloláctica en barricas de roble y crianza durante 36 meses. Notas de cata: Rojo intenso y profundo. Entre sus notas se destacan ciruelas, moras y guindas que, en conjunto con el chocolate, café, y tabaco aportado por la barrica, forman sus elegantes aromas. Su paso por boca es contundente, de largo final con taninos refinados y amables.",86371,492315,6,/imagenes/azrael-826c2ffcdeffe7110b17597210993417.jpg,,TRUE
138,Arcangel Israfil,Sin reglas,Malbec,"Variedad: 100% Malbec Viñedos: Cafayate, Salta. Suelo: Sus suelos arenosos y minerales. Posee la dicha de la altura (1700-2200 msnm) y eso le permite equilibrar su baja latitud disfru-tar de un clima templado, seco y con escasas lluvias. Notas de cata: Profundo e intenso color rojo con tintes violáceos. Entre sus aromas se destacan frutas negras, uva pasa, mermeladas, casis, regaliz, entre otros forman el sofisticado perfil aromático. En boca es persistente, de buen volumen, con taninos sedosos y elegantes.",86371,492315,6,/imagenes/israfil-descarga-45c5b6e184d4f5a02517597209953997.jpg,,TRUE
139,Arcangel Maalik,Sin reglas,Cabernet Sauvignon,"Variedad: 100% Cabernet Sauvignon Viñedos: Altamira Suelo: Sus suelos están compuestos por arcilla, arena, limo y piedras calcá-reas. Altamira se sitúa a 1.100 metros sobre el nivel del mar, altura que asegura una buena amplitud térmica, con noches frescas y días de pleno sol. Elaboración: Selección de racimos y granos. Encubado y fermenta-do en barricas de roble francés de 500 litros. Notas de cata: Maalik nació en barricas de roble francés, logrando un intenso color y un gran bouquet, café, chocolate y tabaco son unas de las intermi-nables notas que podemos encontrar en este complejo vino. Su volumen en boca lo caracteriza, con taninos maduros y redondos que nos invitan a degustarlo una y otra vez.",86371,492315,6,/imagenes/maalik-1101x2048-243daabc0e460a142917597208670413.jpg,,TRUE
140,Arcangel Mikhail,Sin reglas,Merlot,"Variedad: 100% Cabernet Franc Cosecha: 2020 Viñedos: Altamira Elaboración: Fermentación Alcohólica: En tanques de acero inoxidable de 3500 litros con levaduras seleccionadas y temperatura controlada con remontajes suaves diarios. Maceración: 5 días en frío a 8°C, 25 - 30 días de maceración total Fermentación maloláctica: con bacterias indígenas en barricas. Crianza: 32 meses en barricas de roble francés. Notas de cata: Este Cabernet Franc se destaca por su profundo color rojo rubíintenso. Sus aromas nos recuerdan a frutos rojos maduros. Presenta una nota herbal, que junto a las aportadas por la crianza en barricas, como el chocolate y las especies le otorgan una elegante complejidad. En boca tiene una entrada plena y de buen volumen en donde encontramos taninos redondos, sedosos, placenteros y potentes.",86371,492315,6,/imagenes/mikhail-producto-y-descarga-2151a9518f4263bcfc17597208028857.jpg,,TRUE
141,Arcangel Remiel,Sin reglas,Malbec,"Variedad: 100% Malbec Viñedos: Gualtallary Suelos: Suelos aluvionales, arenosos, con pequeños clastos de carbonato de calcio. Altura: 1400 msnm. Vinificación: Selección de racimos y granos. Encubado y fermenta-do en barricas de roble francés de 500 litros. Crianza: 36 meses de crianza en barricas de roble francés. Notas de cata: Remiel posee color rojo intenso con reflejos violáceos y tintes negros. Complejos y sofisticados aromas que conjugan las frutas rojas y negras típicas del varietal con el humo y tabaco que le aporta su paso por barricas. Armonioso con gran personalidad y volumen en boca, sus taninos son amables y aterciopelados y de equilibrada acidez. Con intensos sabores y prolongado final que recuerda los aromas percibidos en nariz.",86371,492315,6,/imagenes/fp-remiel-scaled-1-88657ac032522d7a3f17597207141050.jpg,,TRUE
142,Arcangel Samael,Sin reglas,Malbec,"Variedad: 100% Malbec Viñedos: Los Chacayes. Suelos: Suelos pedregosos con capas de grava que provienen de material de alta mineralidad erosionada de la ladera de Los Andes, con drenaje excepcional que permite controlar el vigor y rendimiento. Obtenien-do frutos pequeños con excelente concentración, buena acidez, y taninos firmes. Vinificación: Encubado y fermentado en barricas de roble francés. Pisage realizado con las manos para lograr una buena extracción. Crianza: 36 meses de crianza en barricas, donde se encubó y fermentó. Notas de cata: Samael posee taninos firmes y redondos. Entre sus aromas se desta-can frutas negras, violetas, regaliz, entre otros.",86371,492315,6,/imagenes/samael-descarga-4f8bfb53a6c947b2bb17597205115580.jpg,,TRUE
143,Arcangel Sariel,Sin reglas,Blend,"Variedad: Assemblage 40% Cabernet Sauvignon y 60% Malbec. Viñedos: Altamira, Chacayes y Gualtallary Suelos: Suelos aluvionales, arenosos, con pequeños clastos de carbonato de calcio. Altura: 1400 msnm. Vinificación: Selección de racimos y granos. Encubado y fermentado en barricas horizontales de 300 litros. Crianza: 36 meses. Notas de cata: Arcángeles Sariel nos deleita con sus aromas, predominando frutas maduras como guinda, ciruela y cassis que junto a los aromas espe-ciados y herbales juegan en equilibrio con los intensos aromas cedi-dos en su crianza en barricas. En boca es un vino estructurado y complejo. De buen cuerpo y gran volumen, sus taninos suaves y redondos dejan un largo y amable final que hacen de este vino un Blend untuoso y persistente.",86371,492315,6,/imagenes/sariel-1101x2048-45e1c191b1b5f0973117597201409483.jpg,,TRUE
144,Cofre Arcangeles,Sin Reglas,Cofre,"Contenido del Cofre: Arcángel Maalik: Es un homenaje al Malbec en su máxima expresión. Este vino seduce con un intenso color púrpura y aromas complejos que combinan frutos negros maduros, notas florales y un sutil toque especiado. En boca, se presenta estructurado y sedoso, con taninos redondos y un final largo que refleja la calidad de su terroir mendocino. Arcángel Remiel: Es un vino único que rinde homenaje al arcángel de la esperanza. Elaborado en el corazón de Mendoza, este blend premium combina lo mejor de las variedades Malbec y Cabernet Franc, creando una sinfonía de sabores equilibrados y sofisticados. Arcángel Sariel: Es un vino emblemático de la colección Arcángeles, que captura la esencia del terroir mendocino con una expresión única y cautivadora. Elaborado con dedicación y maestría, este blend ofrece una intensidad aromática que combina frutos rojos maduros, notas especiadas y un delicado toque de roble que eleva su complejidad. Arcángel Mikhail: Elegancia, intensidad y mística se fusionan en Mikhail, un vino tinto excepcional que rinde homenaje al arcángel Miguel. Elaborado con uvas seleccionadas de los mejores terroirs mendocinos, este blend es una obra maestra del arte vitivinícola. Arcángel Israfil: Es un vino tinto de carácter fuerte y elegante, creado para los paladares más exigentes. De la mano de la Bodega Sin Reglas, este vino refleja la autenticidad y calidad de los mejores viñedos de Mendoza. Con un blend cuidadosamente elaborado, combina las variedades Malbec y Cabernet Sauvignon, logrando una mezcla perfecta entre intensidad y suavidad. Arcángel Azrael: Este vino, de un rojo profundo y brillante, ofrece aromas intensos a frutas negras maduras, especias y toques sutiles de madera, lo que refleja su proceso de crianza en barricas. Arcángel Samael: Es un vino tinto exclusivo que fusiona la potencia y la elegancia de los mejores terruños de Mendoza. Este blend de Malbec y Cabernet Sauvignon es una expresión única de la tierra mendocina, con un perfil aromático profundo y seductor.",1020599,1020599,7,/imagenes/el-cofre-de-los-arcangeles-a2e809cdf3d4aea8d717502701429070-640-0-a6f1ed6033bc70e72717597199696055.jpg,,TRUE
145,Mil Demonios,Sin Reglas,Blend de Blancas,"Mil demonios refleja el proceso de elaboración de una obra maestra. Se requieren al menos mil días de esfuerzo, dedicación y compromiso para desarrollar un vino excepcional. Los demonios aparecen en cada parte del proceso y se aferran a nosotros desesperados de atención. Son almas en sufrimiento que sólo buscan ser liberados. Y es ahí, donde lo bueno y lo malo deja de existir, para dar lugar a la sinergia y convergencia de un TODO. Varielal: Semillon y Sauvignon Blanc",14273,54237,4,/imagenes/teho-semillon-ac0230e18a62f678fd17612556521184.jpg,,TRUE
146,Mil Demonios,Sin Reglas,Malbec,"Variedad 100% Malbec Viñedos Gualtallary, Tupungato. Suelo Altura: 1250 msnm. Suelos aluvionales franco arenosos. Con presencia de grava y canto rodado cubierto por carbonato de calcio. Vinificación y crianza Encubado por gravedad. Fermentación de 25 días en tanques de acero inoxidable de 1.000 a 5.000 litros de capacidad, bajo un estricto control de temperatura a 24°C. De 14 a 18 meses en barricas de roble. Nota de cata del enólogo Color rojo intenso con reflejos púrpuras. En nariz, aromas intensos y refinados, dominados por notas florales, especialmente violetas, y frutos rojos, con un sutil toque especiado. En boca, elegante e impactante, con sabores de frutos rojos en confitura, notas de café y avellanas de la crianza en barrica, taninos sedosos y un largo y refinado final.",14273,81355,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
147,Mil Demonios,Sin Reglas,Pinot Noir,"Variedad 100% Pinot Noir. Viñedos La Consulta, San Carlos y Alto Agrelo, Luján de Cuyo. Suelo Aluvionales, con una composición mayoritariamente de arena, limo y arcilla, sobre un subsuelo de grava y cantos rodados. Vinificación y crianza Microvinificaciones en tanques de 2.500 litros. Extracción controlada. Fermentación maloláctica en barricas. Blend de Pinot Noir de crianza de 12 meses y 6 meses en barricas. Nota de cata del enólogo Frutas rojas con buena acidez, taninos redondos, paladar muy suave, equilibrado y elegante. Final largo y persistente. Elegancia y finura son su estilo.",14273,81355,6,/imagenes/diseno-sin-titulo-20-8347316c1b26cb0b0717692774443824.jpg,,TRUE
148,Mil Demonios (Chile),Sin reglas,Sauvignon Blanc,"Variedad: Cabernet Sauvignon 100% Técnicas de vinificación: La uva fue despalillada y molida hacia un estanque. La fermentación alcohólica fue realizada a temperaturas entre 26 y 28° C. La fermentación se realizó muy suavemente, evitando la “sobre extracción” con el objetivo de hacer un vino más elegante, amable y balanceado, terminando con una maceración post-fermentativa de alrededor de 7 a 10 días. Roble: Aproximadamente un 48% del vino estuvo por 12 meses en barricas usadas de roble francés. El 52% restante realizo su guarda en cubas de concreto y en estaques de acero inoxidable. Alcohol: 14,0 %",14273,81355,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
149,Mil Demonios Calchaqui,Sin reglas,Tannat,"Variedad 95%Tannat y 5% Malbec. Viñedos Valle de Cafayate, Salta. Suelo Altura entre los 1000 msnm y 1150 msnm. Suelo franco limoso arenoso y de gran profundidad con un gran equilibrio de temperatura. Vinificación y crianza Microfermentaciones en tanques de 2000 litros con un control de temperatura a 24° de 25 días. Crianza de 12 a 16 meses. Nota de cata del enólogo Este vino presenta un atractivo color violeta profundo e intenso que anticipa su carácter. En nariz, se despliegan aromas complejos de cereza negra y mora, complementados por delicadas notas de eucalipto que le aportan frescura y elegancia. En boca, destaca por su gran volumen y concentración, con una potencia equilibrada que envuelve el paladar. Su final es prolongado y vibrante, dejando una impresión duradera y placentera.",21202,80569,4,/imagenes/md-calchaqui-1101x2048-6b62968741e8a2325117597196496528.jpg,,TRUE
150,Mil Demonios Chile,Sin reglas,Cabernet Sauvignon,"Variedad: Cabernet Sauvignon 100% Técnicas de vinificación: La uva fue despalillada y molida hacia un estanque. La fermentación alcohólica fue realizada a temperaturas entre 26 y 28° C. La fermentación se realizó muy suavemente, evitando la “sobre extracción” con el objetivo de hacer un vino más elegante, amable y balanceado, terminando con una maceración post-fermentativa de alrededor de 7 a 10 días. Roble: Aproximadamente un 48% del vino estuvo por 12 meses en barricas usadas de roble francés. El 52% restante realizo su guarda en cubas de concreto y en estaques de acero inoxidable. Alcohol: 14,0 %",17549,100031,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
151,Mil Demonios Cofermentado,Sin reglas,Rosé,"Presenta notas frescas, muy frutadas, ciruelas, guindas, y algunas flores como notas de base. En boca, ligero, fácil de tomar, con buena acidez y un largo final, frutado y fresco. PRODUCTOR: Sin Reglas Wines TIPO: Rosado VARIEDAD: Blend VOLUMEN: 750 ml CORTE: Malbec | Cabernet Franc | Petit Verdot LUGAR DE ELABORACIÓN: Tupungato, Provincia de Mendoza, Argentina. CRIANZA / BARRICADO: 6 meses sobre lías en tanques de acero. ELABORACIÓN: Para la vinificación, se hace un prensado de racimos enteros, en prensa neumática, y se cofermentan las tres variedades juntas, posteriormente se efectúa un desborre estático a 8° C. El proceso de fermentación se realiza en tanques de acero inoxidable a 15°C. Terminada la fermentación se efectúan movimientos sobre lías.",14273,81355,6,/imagenes/mil-demonios-cofermentado-rosado.jpg,,TRUE
152,Mil Demonios Gitano,Sin reglas,Blend,"Variedad Malbec y Petit Verdot. Viñedos Malbec de Gualtallary y Petit Verdot de El Peral. Suelo Altura entre los 950 msnm y 1400 msnm. Mixtura de suelos aluvionales, con presencia de carbonato de calcio para Gualtallary y canto rodado en profundidad para El Peral. Vinificación y crianza 25 días de fermentación en tanques de acero inoxidable con estricto control de temperatura a 24°C. Fermentación maloláctica: Natural en barricas. Crianza de 16 a 24 meses en barricas de 300 litros y 500 litros de roble. Nota de cata del enólogo Este vino cautiva con su color rojo intenso, profundo y brillante, que refleja su carácter y estructura. En nariz, ofrece una sinfonía de aromas a mermelada de frutos rojos, moras y ciruelas negras, entrelazados con delicadas notas florales que aportan elegancia y sutileza. Al paladar, es jugoso y de gran intensidad, con un cuerpo redondo y un volumen armonioso. Su frescura realza la fruta primaria, brindando una experiencia equilibrada y un final persistente. Es la elección perfecta para quienes buscan un blend complejo y bien estructurado.",21202,80569,4,/imagenes/trinita-96e26efb19e002d48b17597134179865.jpg,,TRUE
153,Mil Demonios Lucifer,Sin Reglas,Blend,"Variedad Selección única de nuestras mejores 50 barricas elegidas por nuestro grupo enológico. Assemblage de varietales y añadas. Viñedos Valle de Uco, Valle Central Luján de Cuyo, Mendoza. Valle de Cafayate, Salta. Suelo Mixtura de suelos aluvionales, pedregosos, bajos en materia orgánica y de buen drenaje que presentan capas de gravas y piedras en profundidad; y suelos que son pedemontanos, con texturas arenosas y franco-arenosas, ricos en minerales y de excelente drenaje natural. Su aridez y baja fertilidad, combinadas con una marcada amplitud térmica, favorecen la concentración Vinificación y crianza 25 días en tanques de acero inoxidable con estricto control de temperatura a 24º C. Crianza de 36 meses, 24 meses y 12 meses. Selección de las mejores 50 barricas. Nota de cata del enólogo De color rojo intenso, en nariz es delicado e intenso con notas frutales y especiadas, como mermelada de frutos rojos, chocolate y vainilla aportando aroma por la crianza en barricas. En boca, complejo, voluptuoso con taninos suaves, equilibrados y sedosos, de excelente estructura de largo final en boca.",33770,96245,3,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
154,Mil Demonios Pirata,Sin reglas,Cabernet Sauvignon,"Variedad 100% Cabernet Sauvignon Viñedos Paraje Altamira, Valle de Uco. Altura: 1300 msnm Suelo Aluvionales y calcáreos, con texturas franco-arenosas y capas de gravas recubiertas de carbonato de calcio en profundidad. De excelente drenaje y baja fertilidad, favorecen la concentración y elegancia de los vinos, minerales y gran complejidad. Vinificación y crianza 25 días en tanques de acero inoxidable con estricto control de temperatura 24°C. Fermentación maloláctica en barricas de roble. Crianza 100% barricas de roble de 300 litros y 500 litros. Nota de cata del enólogo Rojo rubí intenso y profundo. En nariz se destacan aromas como la pimienta roja y negra, guindas y cremas de casis. En boca taninos maduros y redondos. Su gran volumen y persistencia aromática se conjugan en la elegancia de este Cabernet.",21202,80569,4,/imagenes/md-pirata-1101x2048-6fe0c36fa57cb4301817597192698091.jpg,,TRUE
155,Mil Demonios Samurai,Sin Reglas,Malbec,"Variedad 100% Malbec. Viñedos Selección de parcelas de Paraje Altamira, espaldero de 25 años de edad. Altura: 1100 msnm. Suelo Aluvionales y calcáreos, con texturas franco-arenosas y capas de gravas recubiertas de carbonato de calcio en profundidad. De excelente drenaje y baja fertilidad, favorecen la concentración y elegancia de los vinos, minerales y gran complejidad Vinificación y crianza Fermentación en vasijas de concreto franqueado. El 70% del vino se guarda en huevos de concreto durante 9 meses y el 30% restante en barricas de roble de segundo, tercer y cuarto uso de300 y 500 litros de capacidad. Nota de cata del enólogo Herbal fresco, floral extremo suroeste del Valle. Vino con tensión extrema, acidez filosa y elegante. Mineral, roca y calcáreo en boca.",23719,90132,4,/imagenes/mil-demonios-samurai-malbec-750-ml-19bf8fd1aa12cb22ee17597190415960.jpg,,TRUE
156,Mil Demonios Vikingo,Sin reglas,Petit Verdot,"Provincia: Mendoza Región: Vista Flores | Altamira | El Peral | Gualtallary | Valle de Uco | Tupungato Enólogo: Adrián Toledo Composición Varietal: 55% Petit Verdot | 25% Cabernet Franc | 15% Malbec | 5% Merlot Viñedo: Vista Flores, Altamira, El Peral, Gualtallary, Valle de Uco, Tupungato 1200 (msnm) Cosecha: Cosecha manual Elaboración: Maceración fría durante 6 días a 8°C. Fermentación durante 25 días en tanques de acero con estricto control de temperatura, 25°C. En el final se libera a 30°C. Fermentlación maloláctica natural en barricas de roble francés. Crianza: 12 a 16 meses barricas de roble francés y húngaro nuevas Temperatura de Servicio: 14°-16° Notas de cata: Pleno de tonos violáceos, profundo y muy atractivo. Predominan principalmente notas herbales, con dejo a eucalipto y frutos negros, aportados por el Petit Verdot y el Cabernet Franc. Taninos quilibrados y largo final, potente de gran profundidad, con destellos de vainilla y chocolate que aportan su paso por barrica",24706,70411,3,/imagenes/mil-demonios-vikingo-750-ml-543d7d466f0d4b6de117597189118304.jpg,,TRUE
157,Barrabas,Sottano,Cabernet Franc,"Cabernet Franc con hierbas, especias y fruta roja. Crianza que afina taninos y realza la tensión.",29702,169302,6,/imagenes/barrabas-cf-d9c54c47458895e14417569502631843.jpg,,TRUE
158,Barrabas,Sottano,Cabernet sauvignon,"Cabernet Sauvignon clásico mendocino, de perfil especiado y buena estructura. Final prolongado y gastronómico.",29702,169302,6,/imagenes/barrabas-cs-77c9f342f806121df317569509661722.jpg,,TRUE
159,Barrabas Cofermentado,Sottano,Malbec - Cabernet Franc,"Malbec de Luján de Cuyo/Valle de Uco con paso por roble. Fruta madura, vainilla sutil y taninos redondos.",29702,169302,6,/imagenes/diseno-sin-titulo-2024-04-18t121514-814-56c2c5ff45912ea65217134533453170-1024-1024-1-9a79fcb7db712f2bcf17569504519587.jpg,,TRUE
160,Fioravante Reserva,Sottano,Blend,"Corte tinto mendocino que equilibra fruta, especias y estructura, con crianza medida para armonía y final largo.",9007,51337,6,/imagenes/fioravante-blend-86cad22d9e60cd3a1017569509096329.jpg,,TRUE
161,Fioravante Reserva,Sottano,Sauvignon Blanc,"Sauvignon Blanc fresco y herbal con cítricos, acidez marcada y final limpio.",7862,44812,6,/imagenes/septima-obra-ch-1-510x510-4c8cfb0fffd0c2c75617597165768158.jpg,,TRUE
162,Fioravante Reserva,Sottano,Cabernet Sauvignon,"Cabernet Sauvignon clásico mendocino, de perfil especiado y buena estructura. Final prolongado y gastronómico.",9007,51337,6,/imagenes/fioravante-cs-1876f47ae051886cd617569519960928.jpg,,TRUE
163,Fioravante Reserva,Sottano,Malbec,"Malbec de Luján de Cuyo/Valle de Uco con paso por roble. Fruta madura, vainilla sutil y taninos redondos.",9007,51337,6,/imagenes/fioravante-malbec-b2989943015f4f1cdf17569506212436.jpg,,TRUE
164,Judas,Sottano,Blend,"Bodega: Sottano Tipo: Tinto Variedad: Blend Corte: 70% Malbec, 20% Cabernet y 10% Merlot Alcohol: 15,3% ORIGEN: Malbec Perdriel, Vistaflores, Altamira, Gualatallary y Las Compuertas, Cabernet Perdriel y Vista Flores, Merlot Vistaflores ELABORACION: Despalillado suave con doble cinta de seleccion (racimos y granos). Luego se procede a la fermentacion en barricas nuevas francesas en forma horizontal cerradas con una maceracion de 25 a 40 dias dependiendo la variedad. El assemblage final es de 2 meses antes del embotellado CRIANZA: 24 meses en la misma barrica de fermentación",64763,184574,3,/imagenes/diseno-sin-titulo-11-1c40e8dda47fefda9517692766275639.jpg,,TRUE
165,Judas,Sottano,Malbec,"a región de origen de este Malbec es Perdriel, Luján de Cuyo, Mendoza. Cuenta con una crianza de 24 meses en barrica de roble francés de primer uso 70% francés, 30% americano. Posee un color rojo intenso, brillante con tintes negros. De gran intensidad aromática y complejidad con predominio de notas a guindas, especias, tabaco, cassis, pimienta blanca, clavo de olor, también algo de chocolate y menta. De gran estructura, marcada acidez, amplio en boca, con taninos dulces y aterciopelados en un buen balance con el aporte de la madera. Dueño de una impresionante intensidad aromática y un gran volumen en boca; acompañado de un largo final que lo hace único en su estilo. TIPO: Tinto VARIEDAD: Malbec CORTE: 100% Malbec ORIGEN: Provincia de Mendoza Argentina",56751,161739,3,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
166,Estuche Los Biblicos,Sottano,Malbec - Cabernet Franc - Chardonnay,"Malbec de Luján de Cuyo/Valle de Uco con paso por roble. Fruta madura, vainilla sutil y taninos redondos.",117127,117127,3,/imagenes/diseno-sin-titulo-2024-04-18t121514-814-56c2c5ff45912ea65217134533453170-1024-1024-1-9a79fcb7db712f2bcf17569504519587.jpg,,TRUE
167,Cofre La Biblia de Judas,Sottano,Malbec,"Malbec de Luján de Cuyo/Valle de Uco con paso por roble. Fruta madura, vainilla sutil y taninos redondos.",402299,402299,3,/imagenes/1755349394judas-biblia-748b86ad9cdb86a9c417569527740440.jpg,,TRUE
168,Maria Magdalena,Sottano,Chardonnay,"Chardonnay de altura con fruta blanca/cítrica y sutil cremosidad del roble. Fresco, mineral y equilibrado.",16695,95160,6,/imagenes/maria-magdalena-99dc885d5af261bbcc17569512575555.jpg,,TRUE
169,Pilatos,Sottano,Malbec Cofermentado,"Malbec de Luján de Cuyo/Valle de Uco con paso por roble. Fruta madura, vainilla sutil y taninos redondos.",20575,117276,6,/imagenes/pilatos-10cf375102d37bd97517569503492673.jpg,,TRUE
170,Sottano Rva De Familia,Sottano,Cabernet sauvignon,"Cabernet Sauvignon clásico mendocino, de perfil especiado y buena estructura. Final prolongado y gastronómico.",15505,88381,6,/imagenes/sottano-cab-s-e48e31743c35a680f517569529188920.jpg,,TRUE
171,Sottano Rva De Familia,Sottano,Malbec,"Malbec de Luján de Cuyo/Valle de Uco con paso por roble. Fruta madura, vainilla sutil y taninos redondos.",15505,88381,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
172,Sottano Rva De Familia,Sottano,Pinot Noir,"Pinot Noir de zonas frescas con cerezas, frutillas y flores. Textura sedosa y acidez filosa.",14829,84526,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
173,Animal,Animal Malbec,Malbec,"Malbec orgánico con fruta roja y especias; paso parcial por roble para volumen y equilibrio. Corte: 100% Malbec Alcohol: 13,7% Altura (S.N.M): 1130 Lugar de Elaboración: Agrelo, Altamira, Tupungato, y La Consulta CRIANZA Oriden del roble: Frances 50%, Americano 50%. Tiempo en barriles: 10 meses ELABORACIÓN",11154,66924,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
174,Animal Colors,Animal Organic,Blend de Blancas,"Con los pies en la tierra y el espíritu alto en el cielo, Animal Colors ofrece un blend de varietal libre de agroquímicos y llenos de naturaleza. PRODUCTOR Wine is Art TIPO Blanco VARIEDAD Blend VOLUMEN 750 ml CORTE 70% Chenin | 20% Chardonnay | 10% Sauvignon Blanc ALCOHOL 12,50% LUGAR DE ELABORACIÓN Tupungato, Lujan de Cuyo, Provincia de Mendoza, Argentina.",12155,69284,6,/imagenes/trifecta1-5f7d0b13d35b256b5616154072457668-480-0-383ba039c844ad9d4f17577115426925.jpg,,TRUE
175,Animal Colors,Animal Organic,Blend de Tintas,"Con los pies en la tierra y el espíritu alto en el cielo, Animal Colors ofrece un blend de varietal libre de agroquímicos y llenos de naturaleza. PRODUCTOR Wine is Art TIPO Tinto VARIEDAD Blend VOLUMEN 750 ml CORTE 40% Syrah | 30% Cabernet Sauvignon | 30% Bornarda ALCOHOL 13,50% LUGAR DE ELABORACIÓN Tupungato, Valle de Uco, Provincia de Mendoza, Argentina. CRIANZA / BARRICADO Una crianza de 12 meses, 80% en barricas de roble Francés, 10% en barricas nuevas y 70% en barricas de segundo y tercer uso. Un 20% sin barrica.",12727,72544,6,/imagenes/diseno-sin-titulo-20-8347316c1b26cb0b0717692774443824.jpg,,TRUE
176,Animal Organic,Animal Organic,Cabernet Sauvignon,"Corte: 100% Cabernet Sauvignon Alcohol: 14,1% Lugar de Elaboración: Agrelo, El Pedernal Crianza en barricas de roble frances y americano durante 10 meses",9009,51351,6,/imagenes/animal-cs-89c0c5ef036283989617591075777574.jpg,,TRUE
177,Animal Organic,Animal Organic,Chardonnay,"El origen de las uvas con las que se elaboran los vinos Ánimal sobresale como uno de los rasgos distintivos que caracterizan a estas etiquetas. Desde su creación hasta la actualidad, Ernesto Catena condujo un trabajo muy interesante sobre los viñedos, buscando acercarse cada vez más hacia las prácticas biodinámicas y creando un Chardonnay Orgánico. Este Chardonnay se produjo a partir de uvas provenientes de Agrelo, Altamira, La Consulta y Tupungato, plantadas en terroirs orgánicos, a una altura promedio de 1.130 metros sobre el nivel del mar, en la provincia de Mendoza. Bajo la conducción directa del winemaker Bernardo Bossi, se estableció un cuidadoso manejo de la fruta, desde la primera etapa de crecimiento hasta el momento de la cosecha, que se llevó a cabo en forma manual.",10368,59095,6,/imagenes/animal-cha-11-68c8a4db7fcb7ca11d16154071328522-480-0-488c53903a4a463c6d17577116674845.jpg,,TRUE
